Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Rate of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure,Type of Rate,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure Notes,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure Description,Total Number of Birth Hospitalizations,Total Number of Birth Hospitalizations Notes,Total Number of Birth Hospitalizations Description,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Georeferenced Latitude/Longitude
County,Lycoming,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),315,,Live births in hospitals,41,41,42,081,"(41.3445979226, -77.069424568)",POINT (-77.069424568 41.3445979226)
County,Susquehanna,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),73,,Live births in hospitals,58,58,42,115,"(41.8205685982, -75.8025030296)",POINT (-75.8025030296 41.8205685982)
State,Commonwealth,Male,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,26.72,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",475,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),17779,,Live births in hospitals,0,00,42,000,"(39.346129, -75.167756)",POINT (-75.167756 39.346129)
County,Bradford,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),141,,Live births in hospitals,8,08,42,015,"(41.7911781401, -76.5182562384)",POINT (-76.5182562384 41.7911781401)
County,Perry,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),102,,Live births in hospitals,50,50,42,099,"(40.4041531744, -77.2590738496)",POINT (-77.2590738496 40.4041531744)
County,Wyoming,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),265,,Live births in hospitals,66,66,42,131,"(41.5189248803, -76.0181300338)",POINT (-76.0181300338 41.5189248803)
State,Commonwealth,Female,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,24.76,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",366,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),14784,,Live births in hospitals,0,00,42,000,"(39.346129, -75.167756)",POINT (-75.167756 39.346129)
County,Susquehanna,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,48.61,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",14,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),288,,Live births in hospitals,58,58,42,115,"(41.8205685982, -75.8025030296)",POINT (-75.8025030296 41.8205685982)
County,Montgomery,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,15.45,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",31,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),2007,,Live births in hospitals,46,46,42,091,"(40.209898739, -75.3725200072)",POINT (-75.3725200072 40.209898739)
County,Cambria,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,43.86,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",15,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),342,,Live births in hospitals,11,11,42,021,"(40.4912749067, -78.7189417385)",POINT (-78.7189417385 40.4912749067)
County,Lebanon,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,20.13,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",30,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1490,,Live births in hospitals,38,38,42,075,"(40.3675970024, -76.4618257486)",POINT (-76.4618257486 40.3675970024)
County,Indiana,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),176,,Live births in hospitals,32,32,42,063,"(40.6529549748, -79.0933349286)",POINT (-79.0933349286 40.6529549748)
County,Pike,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),79,,Live births in hospitals,52,52,42,103,"(41.332571995, -75.0327092448)",POINT (-75.0327092448 41.332571995)
County,Mercer,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,67.11,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",20,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),298,,Live births in hospitals,43,43,42,085,"(41.302377765, -80.2600941079)",POINT (-80.26009410790002 41.302377765)
County,Luzerne,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,26.32,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",21,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),798,,Live births in hospitals,40,40,42,079,"(41.1783643884, -75.991996098)",POINT (-75.991996098 41.178364388400006)
County,Dauphin,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,13.61,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",11,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),808,,Live births in hospitals,22,22,42,043,"(40.4197463597, -76.7796056802)",POINT (-76.7796056802 40.4197463597)
County,Berks,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,18.72,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",85,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),4541,,Live births in hospitals,6,06,42,011,"(40.4193963513, -75.9307732705)",POINT (-75.93077327050001 40.4193963513)
County,Columbia,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,23.65,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",14,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),592,,Live births in hospitals,19,19,42,037,"(41.0491208559, -76.4100217975)",POINT (-76.4100217975 41.0491208559)
County,Lebanon,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,18.88,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",28,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1483,,Live births in hospitals,38,38,42,075,"(40.3675970024, -76.4618257486)",POINT (-76.4618257486 40.3675970024)
County,Berks,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,17.50,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",78,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),4458,,Live births in hospitals,6,06,42,011,"(40.4193963513, -75.9307732705)",POINT (-75.93077327050001 40.4193963513)
County,Armstrong,All,<1 month,2017,2017 Q4,10/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),123,,Live births in hospitals,3,03,42,005,"(40.8150952555, -79.4731689893)",POINT (-79.4731689893 40.8150952555)
County,Centre,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),292,,Live births in hospitals,14,14,42,027,"(40.9193135008, -77.8250011212)",POINT (-77.8250011212 40.9193135008)
County,Lackawanna,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,30.89,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",16,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),518,,Live births in hospitals,35,35,42,069,"(41.4391006428, -75.6121834524)",POINT (-75.6121834524 41.4391006428)
County,Delaware,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,27.48,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",44,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1601,,Live births in hospitals,23,23,42,045,"(39.9165786652, -75.4062771212)",POINT (-75.40627712120002 39.9165786652)
County,Columbia,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),524,,Live births in hospitals,19,19,42,037,"(41.0491208559, -76.4100217975)",POINT (-76.4100217975 41.0491208559)
